company,position,city,review_date,experience,rating_total,pros_text,cons_text,full_text,sentiment_label,source_url
Т-Банк,Специалист отдела взыскания,Санкт-Петербург,март 2026,Работал 3-5 лет,5.0,"Я достаточно долго работал в Т-банке, в отделе взыскания. Мне нравилось - при хорошей работе можно было очень неплохо зарабатывать. А при постоянном обучении (которое работодатель предоставляет бесплатно) можно было прокачивать свои навыки и соответственно, увеличивать эффективность взаимодействия с клиентами. У меня первые полгода, наверное, было не очень по зарплате, но потом когда я прокачал свои коммуникативные навыки, эффективность работы выросла и вышел на хороший доход. Кроме того работодатель предлагает действительно неплохие условия: есть мед страховка, оплачивают больничные, компенсируют фитнес и так далее. С коллегами работать было комфортно. с некоторыми общаемся до сих пор.","За фитнес лучше бы не компенсацию делали, а деньгами выдавали))) Ответ представителя компании Апрель 2026","Я достаточно долго работал в Т-банке, в отделе взыскания. Мне нравилось - при хорошей работе можно было очень неплохо зарабатывать. А при постоянном обучении (которое работодатель предоставляет бесплатно) можно было прокачивать свои навыки и соответственно, увеличивать эффективность взаимодействия с клиентами. У меня первые полгода, наверное, было не очень по зарплате, но потом когда я прокачал свои коммуникативные навыки, эффективность работы выросла и вышел на хороший доход. Кроме того работодатель предлагает действительно неплохие условия: есть мед страховка, оплачивают больничные, компенсируют фитнес и так далее. С коллегами работать было комфортно. с некоторыми общаемся до сих пор. За фитнес лучше бы не компенсацию делали, а деньгами выдавали))) Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=7
Т-Банк,Бизнес-консультант,Санкт-Петербург,март 2026,Работал 1-2 года,5.0,"Качественное обучение - пожалуй, один из самых важных моментов. Особенно, если до этого у тебя не было опыта работы с клиентами, консультирования. Конечно, по началу мозг кипел - много новой информации, огромное количество нюансов. Но наставник, скрипты, обучение помогали. Довольно быстро вышел на хороший доход, он зависит от времени и эффективности твоей работы: чем выше оценки от клиентов за консультации, тем выше твои показатели, соответственно, тем выше твой доход. На момент работы на той должности, мне был важен именно удаленный формат, но как только появилась возможность выйти в офис, я сразу это сделал, потому что удаленный формат все-таки не мое, мне сложно настраивать себя на рабочий день.","Мне лично сложно было настраивать себя на рабочий день, дома всегда чувствую себя немного в расслабленном состоянии. Ответ представителя компании Апрель 2026","Качественное обучение - пожалуй, один из самых важных моментов. Особенно, если до этого у тебя не было опыта работы с клиентами, консультирования. Конечно, по началу мозг кипел - много новой информации, огромное количество нюансов. Но наставник, скрипты, обучение помогали. Довольно быстро вышел на хороший доход, он зависит от времени и эффективности твоей работы: чем выше оценки от клиентов за консультации, тем выше твои показатели, соответственно, тем выше твой доход. На момент работы на той должности, мне был важен именно удаленный формат, но как только появилась возможность выйти в офис, я сразу это сделал, потому что удаленный формат все-таки не мое, мне сложно настраивать себя на рабочий день. Мне лично сложно было настраивать себя на рабочий день, дома всегда чувствую себя немного в расслабленном состоянии. Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=7
Т-Банк,Специалист call-центра,Санкт-Петербург,март 2026,Работал 3-5 лет,5.0,"Я достаточно долго проработала специалистом call-центра в Т-банке. Причем направления периодически меняла - работала в службе-поддержки, консультировала по вопросам страхования, а потом инвестирования. Мне кажется, возможность сменить направление - это важно, чтобы не перегорать, да и просто, если хочется перемен в деятельности. Плюс в банке есть возможность двигаться по карьерной лестнице - стать, например, ведущим специалистом, а потом руководителем направления. Но требования к сотрудникам серьезные - впрочем, ничего экстраординарного: хорошо работай, хорошо будешь получать. Я ушла отсюда в связи с переездом в другую страну, а так бы продолжала тут работать - платили реально хорошо (и всегда вовремя).","Действительно высокие требования к сотрудникам. Кто хочет, чтобы им платили просто за красивые глазки - мимо! Ответ представителя компании Апрель 2026","Я достаточно долго проработала специалистом call-центра в Т-банке. Причем направления периодически меняла - работала в службе-поддержки, консультировала по вопросам страхования, а потом инвестирования. Мне кажется, возможность сменить направление - это важно, чтобы не перегорать, да и просто, если хочется перемен в деятельности. Плюс в банке есть возможность двигаться по карьерной лестнице - стать, например, ведущим специалистом, а потом руководителем направления. Но требования к сотрудникам серьезные - впрочем, ничего экстраординарного: хорошо работай, хорошо будешь получать. Я ушла отсюда в связи с переездом в другую страну, а так бы продолжала тут работать - платили реально хорошо (и всегда вовремя). Действительно высокие требования к сотрудникам. Кто хочет, чтобы им платили просто за красивые глазки - мимо! Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=7
Т-Банк,Представитель банка,Санкт-Петербург,март 2026,Работаю 1-2 года,5.0,"Сейчас работаю представителем Т-банка. Бренд известный, и мне не стыдно говорить, где я работаю))) Тем более, что здесь есть неплохие карьерные перспективы, которыми я планирую воспользоваться. Пока мне удобно ездить и консультировать клиентов - гибкий график, возможность самостоятельно планировать свой доход )чем больше работаешь, чем больше продаешь дополнительных услуг, тем больше получаешь). При этом греет мысль, что когда надоедят продажи и люди, спокойно можно будет уйти в офис - на те же консультации, в техподдержку или работать с документами. На своем опыте убедился, что наставничество, система обучения в Т-банке отлично развита, так что даже при околонулевом опыте в какой-то сфере (не во всех, понятное дело) можно стать хорошим востребованным специалистом.","Хотелось бы больше фиксированную часть зарплаты, сейчас почти весь доход строится на процентах от продаж. Ответ представителя компании Апрель 2026","Сейчас работаю представителем Т-банка. Бренд известный, и мне не стыдно говорить, где я работаю))) Тем более, что здесь есть неплохие карьерные перспективы, которыми я планирую воспользоваться. Пока мне удобно ездить и консультировать клиентов - гибкий график, возможность самостоятельно планировать свой доход )чем больше работаешь, чем больше продаешь дополнительных услуг, тем больше получаешь). При этом греет мысль, что когда надоедят продажи и люди, спокойно можно будет уйти в офис - на те же консультации, в техподдержку или работать с документами. На своем опыте убедился, что наставничество, система обучения в Т-банке отлично развита, так что даже при околонулевом опыте в какой-то сфере (не во всех, понятное дело) можно стать хорошим востребованным специалистом. Хотелось бы больше фиксированную часть зарплаты, сейчас почти весь доход строится на процентах от продаж. Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=7
Т-Банк,Специалист контактного центра,Санкт-Петербург,март 2026,Работал 1-2 года,5.0,"Для меня было очень важно, что работа удаленная - именно этот вариант я искала. Пересмотрела несколько вакансий, где-то даже ходила на собеседование, в итоге лучшие условия предложил именно Т-банк. Да, было сложно на начальном этапе - но так везде: вникнуть во все нюансы работы, выучить всю нужную информацию - это все требует времени, высокой концентрации и внимания. Но здесь процесс обучения был максимально комфортен, всегда рядом был наставник, которому можно было задать любые вопросы. По соотношению времени, затрачиваемого на работу, и зарплаты - все ок. Повторюсь, по сравнению с другими предложениями эта вакансия была самой интересной именно с финансовой точки зрения.","Зарплата сильно зависит от качества и эффективности работы, и я не сразу вышла на хороший доход. Ответ представителя компании Апрель 2026","Для меня было очень важно, что работа удаленная - именно этот вариант я искала. Пересмотрела несколько вакансий, где-то даже ходила на собеседование, в итоге лучшие условия предложил именно Т-банк. Да, было сложно на начальном этапе - но так везде: вникнуть во все нюансы работы, выучить всю нужную информацию - это все требует времени, высокой концентрации и внимания. Но здесь процесс обучения был максимально комфортен, всегда рядом был наставник, которому можно было задать любые вопросы. По соотношению времени, затрачиваемого на работу, и зарплаты - все ок. Повторюсь, по сравнению с другими предложениями эта вакансия была самой интересной именно с финансовой точки зрения. Зарплата сильно зависит от качества и эффективности работы, и я не сразу вышла на хороший доход. Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=7
Т-Банк,Представитель банка,Санкт-Петербург,март 2026,Работал 1-2 года,4.0,"Мне нравилось здесь работать - не скучно, общение с новыми людьми и отсутствие потолка по зарплате. Поначалу было непросто, я никогда до этого не работал в продажах, плюс нужно было запомнить много информации (чтобы консультировать и предлагать клиентам дополнительные услуги, нужно хорошо разбираться в условиях), но обучение было качественным, была хорошая поддержка от куратора в период обучения и некоторое время после, так что каких-то прям серьезных проблем в этом плане не было. График относительно гибкий, то есть если мне в какой-то день нужен был выходной, без проблем это можно было сделать. Зарплата зависела от эффективности работы, от продаж - я достаточно быстро влился в процесс, поэтому уже с третьего месяца зарплата стала меня устраивать.",Без собственного автомобиля здесь делать особенно нечего (ну хотя бы без мопеда). Плюс не совсем понятная была схема компенсации топлива. Ответ представителя компании Апрель 2026,"Мне нравилось здесь работать - не скучно, общение с новыми людьми и отсутствие потолка по зарплате. Поначалу было непросто, я никогда до этого не работал в продажах, плюс нужно было запомнить много информации (чтобы консультировать и предлагать клиентам дополнительные услуги, нужно хорошо разбираться в условиях), но обучение было качественным, была хорошая поддержка от куратора в период обучения и некоторое время после, так что каких-то прям серьезных проблем в этом плане не было. График относительно гибкий, то есть если мне в какой-то день нужен был выходной, без проблем это можно было сделать. Зарплата зависела от эффективности работы, от продаж - я достаточно быстро влился в процесс, поэтому уже с третьего месяца зарплата стала меня устраивать. Без собственного автомобиля здесь делать особенно нечего (ну хотя бы без мопеда). Плюс не совсем понятная была схема компенсации топлива. Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=7
Т-Банк,Оператор call-центра,Пожаловаться Работал меньше года Москва,март 2026,Работал меньше года,5.0,"Руководитель заинтересован в своем коллективе. Всегда на связи, график можно подобрать под себя.","Внутренние рабочие программы, более расширенное обучение, много нюансов всплывает при работе Ответ представителя компании Апрель 2026","Руководитель заинтересован в своем коллективе. Всегда на связи, график можно подобрать под себя. Внутренние рабочие программы, более расширенное обучение, много нюансов всплывает при работе Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=7
Т-Банк,Бухгалтер,Москва,март 2026,Работал 1-2 года,4.0,"Очень лояльное руководство, во всем помогают, прекрасная атмосфера, отличный коллектив. Есть возможность роста при желании. На все праздники подарки, всякие плюшки в банке","Очень высокий план, за полтора года повышали два раза, приходится работать не поднимая головы, без перерывов, выходить в выходной день. Постоянно напряжение что нужно сделать план и причём без ошибок, за что премии лишают Ответ представителя компании Апрель 2026","Очень лояльное руководство, во всем помогают, прекрасная атмосфера, отличный коллектив. Есть возможность роста при желании. На все праздники подарки, всякие плюшки в банке Очень высокий план, за полтора года повышали два раза, приходится работать не поднимая головы, без перерывов, выходить в выходной день. Постоянно напряжение что нужно сделать план и причём без ошибок, за что премии лишают Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=7
Т-Банк,Торговый представитель,Москва,март 2026,Работал 1-2 года,1.0,Хорошего только обеспечение техникой сумкой. У меня система работало относительно стабильно и соответственно работал в своей зоне,"Могли бы не штрафовать за нежелание клиента получать продукты банка Могли бы не штрафовать за те продукты, которые не получается продать - потому что клиенту не нужно Ответ представителя компании Апрель 2026","Хорошего только обеспечение техникой сумкой. У меня система работало относительно стабильно и соответственно работал в своей зоне Могли бы не штрафовать за нежелание клиента получать продукты банка Могли бы не штрафовать за те продукты, которые не получается продать - потому что клиенту не нужно Ответ представителя компании Апрель 2026",negative,https://dreamjob.ru/employers/25607?page=7
Т-Банк,Оператор разметки данных,Пожаловаться Работаю меньше года Москва,март 2026,Работаю меньше года,4.7,"Удобный график. Работаешь, когда тебе удобно, когда появилась хоть одна свободная минутка. Твой заработок = уделенному времени работе.","Хотелось бы больше заданий. Порой приходится долго ждать когда спустят задания, а у тебя как раз есть возможность поработать. Ответ представителя компании Апрель 2026","Удобный график. Работаешь, когда тебе удобно, когда появилась хоть одна свободная минутка. Твой заработок = уделенному времени работе. Хотелось бы больше заданий. Порой приходится долго ждать когда спустят задания, а у тебя как раз есть возможность поработать. Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=8
Т-Банк,Оператор,Ижевск,март 2026,Работаю 3-5 лет,1.5,"Удобно, что удаленный формат, это единственный плюс. А также можно устроиться или в день, или в ночь","Повысить оплату, дать людям стабильную работу наконец, если уж набирают в команду, ночная смена дается гораздо тяжелее, здесь должны быть более лояльные условия и выше хотя бы немного оплата Ответ представителя компании Апрель 2026","Удобно, что удаленный формат, это единственный плюс. А также можно устроиться или в день, или в ночь Повысить оплату, дать людям стабильную работу наконец, если уж набирают в команду, ночная смена дается гораздо тяжелее, здесь должны быть более лояльные условия и выше хотя бы немного оплата Ответ представителя компании Апрель 2026",negative,https://dreamjob.ru/employers/25607?page=8
Т-Банк,Представитель тбанк,Пожаловаться Работал меньше года Махачкала,март 2026,Работал меньше года,2.8,"Ни чего не нравится в работадателе , только куратор , который всегда был на связи и отвечал на все вопросы в любое время. Я рад , что получил для себя опыт , как не должна работать компания.","Все можно было бы улучшить. Систему распределения заявок по территориям , чтобы не мотаться киллометрами по городу в режиме пещего курьера , оплата за каждую выполненную заявку , пересмотреть некоторые штрафы и воьще убрать прослушку , а то чувствуешь себя как агент фбр на встречах. Система обучения непонятная , отмутствует практика во время обучения , которая есть у Альфабанка. Ваша компания выигрывает у альфабанка только по интерфейсу приложения и все.... Ответ представителя компании Апрель 2026","Ни чего не нравится в работадателе , только куратор , который всегда был на связи и отвечал на все вопросы в любое время. Я рад , что получил для себя опыт , как не должна работать компания. Все можно было бы улучшить. Систему распределения заявок по территориям , чтобы не мотаться киллометрами по городу в режиме пещего курьера , оплата за каждую выполненную заявку , пересмотреть некоторые штрафы и воьще убрать прослушку , а то чувствуешь себя как агент фбр на встречах. Система обучения непонятная , отмутствует практика во время обучения , которая есть у Альфабанка. Ваша компания выигрывает у альфабанка только по интерфейсу приложения и все.... Ответ представителя компании Апрель 2026",negative,https://dreamjob.ru/employers/25607?page=8
Т-Банк,Отзыв сотрудника,Москва,март 2026,Работал 1-2 года,3.2,"Гибкий график, условия труда, организованность процессов, корпоративы и иные внутренние мероприятия","Систему роста, на деле всё не работает как указано в документации Иерархию между руководством и сотрудником, часто получается так, что твой непосредственный руководитель ничего не решает и приходится играть в сломанный телефон чтобы чего то добиться Ответ представителя компании Апрель 2026","Гибкий график, условия труда, организованность процессов, корпоративы и иные внутренние мероприятия Систему роста, на деле всё не работает как указано в документации Иерархию между руководством и сотрудником, часто получается так, что твой непосредственный руководитель ничего не решает и приходится играть в сломанный телефон чтобы чего то добиться Ответ представителя компании Апрель 2026",neutral,https://dreamjob.ru/employers/25607?page=8
Т-Банк,Менеджер по развитию бизнеса,Пожаловаться Работал меньше года Москва,март 2026,Работал меньше года,5.0,Обучение на высшем уровне! Коллеги открыто делятся опытом и всегда открыты для конструктивной критики.,"Уверен, что все, что казалось проблемным в моменте, уже на высшем уровне. Я считаю, что одна из ключевых отличительных особенностей Т Банка в том, что внутри постоянно улучшаются процессы работы. Ответ представителя компании Апрель 2026","Обучение на высшем уровне! Коллеги открыто делятся опытом и всегда открыты для конструктивной критики. Уверен, что все, что казалось проблемным в моменте, уже на высшем уровне. Я считаю, что одна из ключевых отличительных особенностей Т Банка в том, что внутри постоянно улучшаются процессы работы. Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=8
Т-Банк,Представитель,Москва,март 2026,Работаю 3-5 лет,5.0,"Уровень ЗП неплохой, график можно выбирать самостоятельно, это удобно для совмещения с учебой/работой","Было бы неплохо улучшить механизмы взаимодействия представителей и руководителей, так как нет особо никакой обратной связи Ответ представителя компании Апрель 2026","Уровень ЗП неплохой, график можно выбирать самостоятельно, это удобно для совмещения с учебой/работой Было бы неплохо улучшить механизмы взаимодействия представителей и руководителей, так как нет особо никакой обратной связи Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=8
Т-Банк,Специалист по автоматизации процессов,Пожаловаться Работаю меньше года Москва,март 2026,Работаю меньше года,5.0,"Коллектив и подход к работе, возможности для роста. Инициатива одобряется и не будет наказуема",Пока нечего сказать. Все достаточно на хорошем уровне или даже сказать на высоком Ответ представителя компании Апрель 2026,"Коллектив и подход к работе, возможности для роста. Инициатива одобряется и не будет наказуема Пока нечего сказать. Все достаточно на хорошем уровне или даже сказать на высоком Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=8
Т-Банк,Отзыв сотрудника,Владимир,март 2026,Работал 3-5 лет,4.7,"ДМС, рост, отличный коллектив, условия труда (обеды и перерывы). Благодарен компании в материальной поддержке после смерти родственника. С руководство на ""ты"" - это многое стоит и я рад, что компания поддерживает это.","Нельзя требовать и штрафовать поддержку за то, что она не продаёт банковские продукты. На это есть продажники. Я обучался и работал, чтобы помогать клиентам, но также примерно через 3 года работы меня (и других работников) заставили после помощи клиентам впихивать наши другие продукты ( если ты будешь пропускать предложения для клиентов и накопится определённое количество - штраф). Штраф вычитается не с оклада, а премии и вроде как не со всей премии (к сожалению точный процент не помню). Ответ представителя компании Апрель 2026","ДМС, рост, отличный коллектив, условия труда (обеды и перерывы). Благодарен компании в материальной поддержке после смерти родственника. С руководство на ""ты"" - это многое стоит и я рад, что компания поддерживает это. Нельзя требовать и штрафовать поддержку за то, что она не продаёт банковские продукты. На это есть продажники. Я обучался и работал, чтобы помогать клиентам, но также примерно через 3 года работы меня (и других работников) заставили после помощи клиентам впихивать наши другие продукты ( если ты будешь пропускать предложения для клиентов и накопится определённое количество - штраф). Штраф вычитается не с оклада, а премии и вроде как не со всей премии (к сожалению точный процент не помню). Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=8
Т-Банк,Старший специалист по документообороту,Москва,март 2026,Работаю 3-5 лет,3.5,"Интересные задачи, ПО, подарки, офис, кухня, питание, комната отдыха","ЗАРПЛАТА, ниже рынка. Расположение офиса, нет транспорта, в ливень и снегопад 15 минут. Карьерный рост Ответ представителя компании Апрель 2026","Интересные задачи, ПО, подарки, офис, кухня, питание, комната отдыха ЗАРПЛАТА, ниже рынка. Расположение офиса, нет транспорта, в ливень и снегопад 15 минут. Карьерный рост Ответ представителя компании Апрель 2026",neutral,https://dreamjob.ru/employers/25607?page=8
Т-Банк,Бухгалтер,,,Работал меньше года,4.3,"Полноценное обучение перед началом выполнения рабочих задач. При этом вам не пытаются впихнуть все и сразу. Начинаете работать над простыми задачами. В процессе работы проводят дополнительное обучение. Очень дружный и профессиональный коллектив, готовый всегда прийти на помощь. Лояльное и открытое к диалогу руководство. Да и весь сектор спец задач, в принципе, лучший. Сама работа не напряженная. Интересный задачи. Бывают дни, когда ими заваливает. Но это, скорее, выколотые случаи. Потом все распределяется равномерно по нагрузке. Отдых во время рабочего дня можно распланировать на свое усмотрение. Зарплата всегда без задержек.","Улучшить оплату труда. Не совсем понятно как высчитывается ставка по регионам, так как она получается ниже средней зарплаты. В соседнем регионе, в городе с меньшей численностью и с меньшей средней зарплатой могут получать на той же должности почему-то больше. Выплачивать премию не отдельно от аванса и зарплаты, а вместе с зарплатой. Улучшить распределение времени на отдых, дав сотрудникам полноценный обед в 1 час, а не 40 минут. Улучшить саму TCRM. Так как стабильность ее работы пока что оставляет желать лучшего. Для удаленщиков должна быть полноценная компенсация электричества, интернета и использования собственного оборудования. Ответ представителя компании Апрель 2026","Полноценное обучение перед началом выполнения рабочих задач. При этом вам не пытаются впихнуть все и сразу. Начинаете работать над простыми задачами. В процессе работы проводят дополнительное обучение. Очень дружный и профессиональный коллектив, готовый всегда прийти на помощь. Лояльное и открытое к диалогу руководство. Да и весь сектор спец задач, в принципе, лучший. Сама работа не напряженная. Интересный задачи. Бывают дни, когда ими заваливает. Но это, скорее, выколотые случаи. Потом все распределяется равномерно по нагрузке. Отдых во время рабочего дня можно распланировать на свое усмотрение. Зарплата всегда без задержек. Улучшить оплату труда. Не совсем понятно как высчитывается ставка по регионам, так как она получается ниже средней зарплаты. В соседнем регионе, в городе с меньшей численностью и с меньшей средней зарплатой могут получать на той же должности почему-то больше. Выплачивать премию не отдельно от аванса и зарплаты, а вместе с зарплатой. Улучшить распределение времени на отдых, дав сотрудникам полноценный обед в 1 час, а не 40 минут. Улучшить саму TCRM. Так как стабильность ее работы пока что оставляет желать лучшего. Для удаленщиков должна быть полноценная компенсация электричества, интернета и использования собственного оборудования. Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=8
Т-Банк,Ведущий специалист по отработке запросов,Москва,март 2026,Работаю 3-5 лет,4.2,"Коллектив, разнообразный функционал, подарки на нг, дмс, неплохая зарплата. Мне попался хороший руководитель, который помогает в развитии","Для сотрудников делают все возможное, чтобы было сложнее получить премию и сложнее сделать показатели Ответ представителя компании Апрель 2026","Коллектив, разнообразный функционал, подарки на нг, дмс, неплохая зарплата. Мне попался хороший руководитель, который помогает в развитии Для сотрудников делают все возможное, чтобы было сложнее получить премию и сложнее сделать показатели Ответ представителя компании Апрель 2026",positive,https://dreamjob.ru/employers/25607?page=8
